	time(s)		<A>		Std(A)
   2.5590000e-01   3.1750000e+01   4.5312156e+00
   2.5595000e-01   3.1708333e+01   4.3999919e+00
   2.5600000e-01   3.1750000e+01   4.4122653e+00
   2.5605000e-01   3.1750000e+01   4.4745141e+00
   2.5610000e-01   3.1625000e+01   4.4128680e+00
   2.5615000e-01   3.1812500e+01   4.4800088e+00
   2.5620000e-01   3.1791667e+01   4.5051192e+00
   2.5625000e-01   3.1750000e+01   4.4122653e+00
   2.5630000e-01   3.1729167e+01   4.3454039e+00
   2.5635000e-01   3.1604167e+01   4.3551856e+00
   2.5640000e-01   3.1583333e+01   4.3507560e+00
   2.5645000e-01   3.1541667e+01   4.3513673e+00
   2.5650000e-01   3.1541667e+01   4.2873308e+00
   2.5655000e-01   3.1479167e+01   4.3270037e+00
   2.5660000e-01   3.1395833e+01   4.2763057e+00
   2.5665000e-01   3.1500000e+01   4.2924972e+00
   2.5670000e-01   3.1562500e+01   4.2969868e+00
   2.5675000e-01   3.1583333e+01   4.2065467e+00
   2.5680000e-01   3.1604167e+01   4.1500555e+00
   2.5685000e-01   3.1583333e+01   4.0833514e+00
   2.5690000e-01   3.1416667e+01   4.0624557e+00
   2.5695000e-01   3.1270833e+01   3.9234135e+00
   2.5700000e-01   3.1333333e+01   3.9911249e+00
   2.5705000e-01   3.1291667e+01   4.0683435e+00
   2.5710000e-01   3.1312500e+01   4.2434242e+00
   2.5715000e-01   3.1250000e+01   4.3048711e+00
   2.5720000e-01   3.1270833e+01   4.4134205e+00
   2.5725000e-01   3.1229167e+01   4.4302614e+00
   2.5730000e-01   3.1083333e+01   4.4283100e+00
   2.5735000e-01   3.1083333e+01   4.5794794e+00
   2.5740000e-01   3.1166667e+01   4.7773104e+00
   2.5745000e-01   3.1333333e+01   4.7055121e+00
   2.5750000e-01   3.1333333e+01   4.8128080e+00
   2.5755000e-01   3.1479167e+01   4.7802323e+00
   2.5760000e-01   3.1562500e+01   4.6672524e+00
   2.5765000e-01   3.1500000e+01   4.7130421e+00
   2.5770000e-01   3.1541667e+01   4.7263784e+00
   2.5775000e-01   3.1687500e+01   4.7227663e+00
   2.5780000e-01   3.1645833e+01   4.7467327e+00
   2.5785000e-01   3.1666667e+01   4.7728547e+00
   2.5790000e-01   3.1604167e+01   4.8673449e+00
   2.5795000e-01   3.1604167e+01   4.8410461e+00
   2.5800000e-01   3.1562500e+01   4.7620229e+00
   2.5805000e-01   3.1541667e+01   4.7667212e+00
   2.5810000e-01   3.1479167e+01   4.6402017e+00
   2.5815000e-01   3.1375000e+01   4.6977813e+00
   2.5820000e-01   3.1458333e+01   4.5986045e+00
   2.5825000e-01   3.1541667e+01   4.6583639e+00
   2.5830000e-01   3.1500000e+01   4.7310653e+00
   2.5835000e-01   3.1312500e+01   4.4585860e+00
   2.5840000e-01   3.1312500e+01   4.5201970e+00
   2.5845000e-01   3.1250000e+01   4.4218991e+00
   2.5850000e-01   3.1291667e+01   4.3513673e+00
   2.5855000e-01   3.1333333e+01   4.5116084e+00
   2.5860000e-01   3.1416667e+01   4.5561898e+00
   2.5865000e-01   3.1520833e+01   4.6767400e+00
   2.5870000e-01   3.1479167e+01   4.5894865e+00
   2.5875000e-01   3.1458333e+01   4.6629291e+00
   2.5880000e-01   3.1479167e+01   4.5005417e+00
   2.5885000e-01   3.1375000e+01   4.4464904e+00
   2.5890000e-01   3.1270833e+01   4.3257742e+00
   2.5895000e-01   3.1312500e+01   4.4009489e+00
   2.5900000e-01   3.1291667e+01   4.5239708e+00
   2.5905000e-01   3.1395833e+01   4.3551856e+00
   2.5910000e-01   3.1437500e+01   4.3997401e+00
   2.5915000e-01   3.1458333e+01   4.3951537e+00
   2.5920000e-01   3.1479167e+01   4.3417301e+00
   2.5925000e-01   3.1458333e+01   4.2823653e+00
   2.5930000e-01   3.1395833e+01   4.2912062e+00
   2.5935000e-01   3.1354167e+01   4.1997446e+00
   2.5940000e-01   3.1354167e+01   4.1230519e+00
   2.5945000e-01   3.1333333e+01   4.1888064e+00
   2.5950000e-01   3.1270833e+01   4.3011111e+00
   2.5955000e-01   3.1312500e+01   4.4154287e+00
   2.5960000e-01   3.1354167e+01   4.4362606e+00
   2.5965000e-01   3.1458333e+01   4.2624453e+00
   2.5970000e-01   3.1479167e+01   4.2275167e+00
   2.5975000e-01   3.1500000e+01   4.1101845e+00
   2.5980000e-01   3.1520833e+01   4.1410739e+00
   2.5985000e-01   3.1479167e+01   4.0264529e+00
   2.5990000e-01   3.1458333e+01   4.0944089e+00
   2.5995000e-01   3.1458333e+01   4.1716283e+00
   2.6000000e-01   3.1395833e+01   4.2161775e+00
   2.6005000e-01   3.1437500e+01   4.1967883e+00
   2.6010000e-01   3.1541667e+01   4.2524503e+00
   2.6015000e-01   3.1479167e+01   4.2325466e+00
   2.6020000e-01   3.1583333e+01   4.1607760e+00
   2.6025000e-01   3.1645833e+01   4.2800357e+00
   2.6030000e-01   3.1604167e+01   4.2663432e+00
   2.6035000e-01   3.1500000e+01   4.3122784e+00
   2.6040000e-01   3.1562500e+01   4.3511126e+00
   2.6045000e-01   3.1583333e+01   4.2867105e+00
   2.6050000e-01   3.1583333e+01   4.4713430e+00
   2.6055000e-01   3.1583333e+01   4.3799997e+00
   2.6060000e-01   3.1520833e+01   4.3270037e+00
   2.6065000e-01   3.1583333e+01   4.2418048e+00
   2.6070000e-01   3.1625000e+01   4.1699278e+00
   2.6075000e-01   3.1750000e+01   4.1845715e+00
   2.6080000e-01   3.1875000e+01   4.1852070e+00
   2.6085000e-01   3.1687500e+01   4.0850337e+00
   2.6090000e-01   3.1666667e+01   4.0388187e+00
   2.6095000e-01   3.1875000e+01   4.1494681e+00
   2.6100000e-01   3.1937500e+01   4.2144950e+00
   2.6105000e-01   3.1812500e+01   4.2157569e+00
   2.6110000e-01   3.1833333e+01   4.1786353e+00
   2.6115000e-01   3.1875000e+01   4.0613644e+00
   2.6120000e-01   3.1750000e+01   4.1282627e+00
   2.6125000e-01   3.1750000e+01   4.0868237e+00
   2.6130000e-01   3.1583333e+01   3.9401552e+00
   2.6135000e-01   3.1604167e+01   4.0567233e+00
   2.6140000e-01   3.1583333e+01   4.1505362e+00
   2.6145000e-01   3.1520833e+01   3.9892920e+00
   2.6150000e-01   3.1416667e+01   3.9937895e+00
   2.6155000e-01   3.1479167e+01   4.1462086e+00
   2.6160000e-01   3.1562500e+01   4.0680711e+00
   2.6165000e-01   3.1479167e+01   3.8536503e+00
   2.6170000e-01   3.1520833e+01   3.7586189e+00
   2.6175000e-01   3.1562500e+01   3.8310392e+00
   2.6180000e-01   3.1583333e+01   3.8306343e+00
   2.6185000e-01   3.1645833e+01   3.9490887e+00
   2.6190000e-01   3.1645833e+01   3.8231634e+00
   2.6195000e-01   3.1687500e+01   3.8268717e+00
   2.6200000e-01   3.1625000e+01   3.8736700e+00
   2.6205000e-01   3.1583333e+01   3.8912522e+00
   2.6210000e-01   3.1562500e+01   3.8031692e+00
   2.6215000e-01   3.1604167e+01   3.7058871e+00
   2.6220000e-01   3.1645833e+01   3.7557875e+00
   2.6225000e-01   3.1645833e+01   3.6523940e+00
   2.6230000e-01   3.1625000e+01   3.6937267e+00
   2.6235000e-01   3.1687500e+01   3.6446186e+00
   2.6240000e-01   3.1750000e+01   3.6582754e+00
   2.6245000e-01   3.1770833e+01   3.6509374e+00
   2.6250000e-01   3.1833333e+01   3.7378645e+00
   2.6255000e-01   3.1812500e+01   3.7340085e+00
   2.6260000e-01   3.1750000e+01   3.5340291e+00
   2.6265000e-01   3.1916667e+01   3.5360354e+00
   2.6270000e-01   3.1770833e+01   3.6099130e+00
   2.6275000e-01   3.1520833e+01   3.4946134e+00
   2.6280000e-01   3.1604167e+01   3.4808875e+00
   2.6285000e-01   3.1687500e+01   3.4895360e+00
   2.6290000e-01   3.1645833e+01   3.4114300e+00
   2.6295000e-01   3.1583333e+01   3.4260164e+00
   2.6300000e-01   3.1625000e+01   3.4617976e+00
   2.6305000e-01   3.1520833e+01   3.4393813e+00
   2.6310000e-01   3.1500000e+01   3.3517223e+00
   2.6315000e-01   3.1541667e+01   3.4699827e+00
   2.6320000e-01   3.1416667e+01   3.5600223e+00
   2.6325000e-01   3.1437500e+01   3.6020458e+00
   2.6330000e-01   3.1437500e+01   3.5364741e+00
   2.6335000e-01   3.1479167e+01   3.5549760e+00
   2.6340000e-01   3.1479167e+01   3.6260851e+00
   2.6345000e-01   3.1541667e+01   3.5126418e+00
   2.6350000e-01   3.1437500e+01   3.5424853e+00
   2.6355000e-01   3.1520833e+01   3.7073222e+00
   2.6360000e-01   3.1458333e+01   3.7300296e+00
   2.6365000e-01   3.1354167e+01   3.6465640e+00
   2.6370000e-01   3.1333333e+01   3.7999627e+00
   2.6375000e-01   3.1375000e+01   3.7109671e+00
   2.6380000e-01   3.1354167e+01   3.6407246e+00
   2.6385000e-01   3.1375000e+01   3.7224163e+00
   2.6390000e-01   3.1291667e+01   3.7243211e+00
   2.6395000e-01   3.1395833e+01   3.8078283e+00
   2.6400000e-01   3.1312500e+01   3.8600863e+00
   2.6405000e-01   3.1166667e+01   3.9212098e+00
   2.6410000e-01   3.1145833e+01   3.9679009e+00
   2.6415000e-01   3.1104167e+01   3.8439761e+00
   2.6420000e-01   3.1062500e+01   3.8059654e+00
   2.6425000e-01   3.1187500e+01   3.7680417e+00
   2.6430000e-01   3.1166667e+01   3.7264628e+00
   2.6435000e-01   3.1250000e+01   3.9112495e+00
   2.6440000e-01   3.1145833e+01   3.7868169e+00
   2.6445000e-01   3.1270833e+01   3.7685122e+00
   2.6450000e-01   3.1375000e+01   3.7166961e+00
   2.6455000e-01   3.1416667e+01   3.7577343e+00
   2.6460000e-01   3.1500000e+01   3.8036936e+00
   2.6465000e-01   3.1520833e+01   3.8203797e+00
   2.6470000e-01   3.1395833e+01   3.7458606e+00
   2.6475000e-01   3.1458333e+01   3.8202057e+00
   2.6480000e-01   3.1520833e+01   3.8866360e+00
   2.6485000e-01   3.1458333e+01   3.8809866e+00
   2.6490000e-01   3.1395833e+01   3.8633002e+00
   2.6495000e-01   3.1333333e+01   3.9157800e+00
   2.6500000e-01   3.1312500e+01   4.0220470e+00
   2.6505000e-01   3.1312500e+01   3.9955094e+00
   2.6510000e-01   3.1312500e+01   3.8820714e+00
   2.6515000e-01   3.1270833e+01   3.9932900e+00
   2.6520000e-01   3.1395833e+01   3.9504354e+00
   2.6525000e-01   3.1479167e+01   4.0158706e+00
   2.6530000e-01   3.1375000e+01   3.8681735e+00
   2.6535000e-01   3.1395833e+01   3.9179868e+00
   2.6540000e-01   3.1416667e+01   4.0572149e+00
   2.6545000e-01   3.1416667e+01   4.1196640e+00
   2.6550000e-01   3.1520833e+01   4.1049507e+00
   2.6555000e-01   3.1458333e+01   4.1562992e+00
   2.6560000e-01   3.1562500e+01   4.2521897e+00
   2.6565000e-01   3.1562500e+01   4.1764601e+00
   2.6570000e-01   3.1500000e+01   4.1153578e+00
   2.6575000e-01   3.1375000e+01   4.2105491e+00
   2.6580000e-01   3.1500000e+01   4.1256850e+00
   2.6585000e-01   3.1479167e+01   4.0052603e+00
   2.6590000e-01   3.1416667e+01   3.9616960e+00
   2.6595000e-01   3.1229167e+01   3.9207011e+00
   2.6600000e-01   3.1416667e+01   4.0150426e+00
   2.6605000e-01   3.1333333e+01   4.0176914e+00
   2.6610000e-01   3.1479167e+01   4.1410739e+00
   2.6615000e-01   3.1479167e+01   4.1972107e+00
   2.6620000e-01   3.1583333e+01   4.2867105e+00
   2.6625000e-01   3.1666667e+01   4.3824278e+00
   2.6630000e-01   3.1604167e+01   4.4470386e+00
   2.6635000e-01   3.1770833e+01   4.5017235e+00
   2.6640000e-01   3.1729167e+01   4.3257742e+00
   2.6645000e-01   3.1645833e+01   4.2850040e+00
   2.6650000e-01   3.1708333e+01   4.3021931e+00
   2.6655000e-01   3.1666667e+01   4.1837240e+00
   2.6660000e-01   3.1770833e+01   4.2086010e+00
   2.6665000e-01   3.1687500e+01   4.1929843e+00
   2.6670000e-01   3.1520833e+01   4.0632739e+00
   2.6675000e-01   3.1625000e+01   4.1699278e+00
   2.6680000e-01   3.1583333e+01   4.1093217e+00
   2.6685000e-01   3.1541667e+01   4.1818164e+00
   2.6690000e-01   3.1458333e+01   4.2674340e+00
   2.6695000e-01   3.1375000e+01   4.4176869e+00
   2.6700000e-01   3.1354167e+01   4.4506255e+00
   2.6705000e-01   3.1291667e+01   4.3120728e+00
   2.6710000e-01   3.1479167e+01   4.1819754e+00
   2.6715000e-01   3.1458333e+01   4.1511769e+00
   2.6720000e-01   3.1500000e+01   4.3319692e+00
   2.6725000e-01   3.1500000e+01   4.3808092e+00
   2.6730000e-01   3.1437500e+01   4.2821065e+00
   2.6735000e-01   3.1437500e+01   4.2920325e+00
   2.6740000e-01   3.1208333e+01   4.1818164e+00
   2.6745000e-01   3.1104167e+01   4.1269204e+00
   2.6750000e-01   3.1145833e+01   4.1049507e+00
   2.6755000e-01   3.1187500e+01   4.0928388e+00
   2.6760000e-01   3.1104167e+01   4.1269204e+00
   2.6765000e-01   3.1083333e+01   4.1607760e+00
   2.6770000e-01   3.1354167e+01   4.2800357e+00
   2.6775000e-01   3.1375000e+01   4.2307134e+00
   2.6780000e-01   3.1395833e+01   4.0984667e+00
   2.6785000e-01   3.1375000e+01   4.1185879e+00
   2.6790000e-01   3.1375000e+01   4.0822657e+00
   2.6795000e-01   3.1354167e+01   4.1487736e+00
   2.6800000e-01   3.1291667e+01   4.1562992e+00
   2.6805000e-01   3.1291667e+01   4.2773940e+00
   2.6810000e-01   3.1354167e+01   4.2700819e+00
   2.6815000e-01   3.1312500e+01   4.3523349e+00
   2.6820000e-01   3.1229167e+01   4.2287747e+00
   2.6825000e-01   3.1187500e+01   4.1802792e+00
   2.6830000e-01   3.1041667e+01   4.2223233e+00
   2.6835000e-01   3.1125000e+01   4.3202886e+00
   2.6840000e-01   3.1166667e+01   4.2842280e+00
   2.6845000e-01   3.1083333e+01   4.2668107e+00
   2.6850000e-01   3.0958333e+01   4.2223233e+00
   2.6855000e-01   3.0875000e+01   4.2155992e+00
   2.6860000e-01   3.0833333e+01   4.0650735e+00
   2.6865000e-01   3.0812500e+01   3.9928460e+00
   2.6870000e-01   3.0854167e+01   4.0580342e+00
   2.6875000e-01   3.0958333e+01   4.0735699e+00
   2.6880000e-01   3.0895833e+01   3.9799475e+00
   2.6885000e-01   3.0854167e+01   3.9786108e+00
   2.6890000e-01   3.0812500e+01   3.9714741e+00
   2.6895000e-01   3.0770833e+01   3.8439761e+00
   2.6900000e-01   3.0645833e+01   3.8674285e+00
   2.6905000e-01   3.0708333e+01   3.9677333e+00
   2.6910000e-01   3.0854167e+01   4.0052603e+00
   2.6915000e-01   3.0812500e+01   4.1547525e+00
   2.6920000e-01   3.0791667e+01   4.0315687e+00
   2.6925000e-01   3.0791667e+01   3.9408301e+00
   2.6930000e-01   3.0875000e+01   3.9926795e+00
   2.6935000e-01   3.0833333e+01   3.9374543e+00
   2.6940000e-01   3.0791667e+01   4.0262877e+00
   2.6945000e-01   3.1020833e+01   4.0238099e+00
   2.6950000e-01   3.1020833e+01   4.0026033e+00
   2.6955000e-01   3.1020833e+01   4.0501620e+00
   2.6960000e-01   3.1125000e+01   4.0508733e+00
   2.6965000e-01   3.1270833e+01   4.0619646e+00
   2.6970000e-01   3.1270833e+01   4.0092424e+00
   2.6975000e-01   3.1270833e+01   3.9611925e+00
   2.6980000e-01   3.1145833e+01   3.9463939e+00
   2.6985000e-01   3.1166667e+01   3.9590098e+00
   2.6990000e-01   3.1229167e+01   4.0065881e+00
   2.6995000e-01   3.1270833e+01   4.1807033e+00
   2.7000000e-01   3.1104167e+01   4.0750386e+00
   2.7005000e-01   3.1208333e+01   3.9623673e+00
   2.7010000e-01   3.1125000e+01   4.0350855e+00
   2.7015000e-01   3.1104167e+01   4.0065881e+00
   2.7020000e-01   3.1041667e+01   3.9891253e+00
   2.7025000e-01   3.1000000e+01   4.0528424e+00
   2.7030000e-01   3.0958333e+01   4.0315687e+00
   2.7035000e-01   3.0875000e+01   4.0139385e+00
   2.7040000e-01   3.0875000e+01   3.8239169e+00
   2.7045000e-01   3.0833333e+01   3.9374543e+00
   2.7050000e-01   3.0895833e+01   4.0383248e+00
   2.7055000e-01   3.0916667e+01   3.9937895e+00
   2.7060000e-01   3.0958333e+01   4.0840027e+00
   2.7065000e-01   3.1020833e+01   4.0501620e+00
   2.7070000e-01   3.1041667e+01   4.0840027e+00
   2.7075000e-01   3.1104167e+01   4.1372186e+00
   2.7080000e-01   3.0979167e+01   4.0763437e+00
   2.7085000e-01   3.1020833e+01   4.0026033e+00
   2.7090000e-01   3.0895833e+01   4.0224878e+00
   2.7095000e-01   3.0729167e+01   3.9288328e+00
   2.7100000e-01   3.0770833e+01   3.8217718e+00
   2.7105000e-01   3.0750000e+01   3.8454173e+00
   2.7110000e-01   3.0812500e+01   3.8738416e+00
   2.7115000e-01   3.0791667e+01   3.7697471e+00
   2.7120000e-01   3.0812500e+01   3.7397022e+00
   2.7125000e-01   3.0750000e+01   3.7217017e+00
   2.7130000e-01   3.0750000e+01   3.8120749e+00
   2.7135000e-01   3.0645833e+01   3.9111928e+00
   2.7140000e-01   3.0812500e+01   4.0457819e+00
   2.7145000e-01   3.0750000e+01   3.9221141e+00
   2.7150000e-01   3.0708333e+01   3.9354274e+00
   2.7155000e-01   3.0812500e+01   3.8848108e+00
   2.7160000e-01   3.0750000e+01   3.8287824e+00
   2.7165000e-01   3.0666667e+01   3.8610622e+00
   2.7170000e-01   3.0791667e+01   3.7640988e+00
   2.7175000e-01   3.0895833e+01   3.8825281e+00
   2.7180000e-01   3.0854167e+01   3.9247690e+00
   2.7185000e-01   3.0687500e+01   3.9580580e+00
   2.7190000e-01   3.0583333e+01   3.8912522e+00
   2.7195000e-01   3.0520833e+01   3.8536503e+00
   2.7200000e-01   3.0437500e+01   3.7694531e+00
   2.7205000e-01   3.0458333e+01   3.7128777e+00
   2.7210000e-01   3.0437500e+01   3.7354327e+00
   2.7215000e-01   3.0166667e+01   3.6805026e+00
   2.7220000e-01   3.0270833e+01   3.6363390e+00
   2.7225000e-01   3.0125000e+01   3.5467996e+00
   2.7230000e-01   3.0020833e+01   3.4915679e+00
   2.7235000e-01   3.0166667e+01   3.5088540e+00
   2.7240000e-01   3.0125000e+01   3.6531828e+00
   2.7245000e-01   3.0229167e+01   3.5803220e+00
   2.7250000e-01   3.0354167e+01   3.6929466e+00
   2.7255000e-01   3.0416667e+01   3.7064253e+00
   2.7260000e-01   3.0500000e+01   3.6669890e+00
   2.7265000e-01   3.0416667e+01   3.6543960e+00
   2.7270000e-01   3.0354167e+01   3.6172729e+00
   2.7275000e-01   3.0333333e+01   3.7150260e+00
   2.7280000e-01   3.0458333e+01   3.5307665e+00
   2.7285000e-01   3.0500000e+01   3.6143920e+00
   2.7290000e-01   3.0458333e+01   3.6141468e+00
   2.7295000e-01   3.0458333e+01   3.6200290e+00
   2.7300000e-01   3.0354167e+01   3.6987035e+00
   2.7305000e-01   3.0375000e+01   3.7959945e+00
   2.7310000e-01   3.0375000e+01   3.7903854e+00
   2.7315000e-01   3.0416667e+01   3.6192942e+00
   2.7320000e-01   3.0354167e+01   3.5877426e+00
   2.7325000e-01   3.0395833e+01   3.6943867e+00
   2.7330000e-01   3.0562500e+01   3.5902128e+00
   2.7335000e-01   3.0583333e+01   3.7520680e+00
   2.7340000e-01   3.0604167e+01   3.7287816e+00
   2.7345000e-01   3.0520833e+01   3.7073222e+00
   2.7350000e-01   3.0520833e+01   3.9084719e+00
   2.7355000e-01   3.0520833e+01   3.9409988e+00
   2.7360000e-01   3.0583333e+01   3.8583060e+00
   2.7365000e-01   3.0500000e+01   3.9030812e+00
   2.7370000e-01   3.0604167e+01   3.7910285e+00
   2.7375000e-01   3.0541667e+01   3.6956463e+00
   2.7380000e-01   3.0541667e+01   3.6492980e+00
   2.7385000e-01   3.0625000e+01   3.7224163e+00
   2.7390000e-01   3.0562500e+01   3.7807252e+00
   2.7395000e-01   3.0625000e+01   3.7395244e+00
   2.7400000e-01   3.0833333e+01   3.8055577e+00
   2.7405000e-01   3.0729167e+01   3.7344833e+00
   2.7410000e-01   3.0770833e+01   3.7430195e+00
   2.7415000e-01   3.0708333e+01   3.7243211e+00
   2.7420000e-01   3.0708333e+01   3.6667473e+00
   2.7425000e-01   3.0770833e+01   3.6216817e+00
   2.7430000e-01   3.0687500e+01   3.5619517e+00
   2.7435000e-01   3.0750000e+01   3.5640044e+00
   2.7440000e-01   3.0708333e+01   3.5307665e+00
   2.7445000e-01   3.0604167e+01   3.5832921e+00
   2.7450000e-01   3.0583333e+01   3.4753438e+00
   2.7455000e-01   3.0583333e+01   3.5420473e+00
   2.7460000e-01   3.0729167e+01   3.6187431e+00
   2.7465000e-01   3.0729167e+01   3.4067491e+00
   2.7470000e-01   3.0604167e+01   3.4747698e+00
   2.7475000e-01   3.0729167e+01   3.6187431e+00
   2.7480000e-01   3.0854167e+01   3.7130568e+00
   2.7485000e-01   3.0833333e+01   3.6920463e+00
   2.7490000e-01   3.0895833e+01   3.6857378e+00
   2.7495000e-01   3.0895833e+01   3.5743744e+00
   2.7500000e-01   3.0875000e+01   3.5467996e+00
   2.7505000e-01   3.0958333e+01   3.6609401e+00
   2.7510000e-01   3.0979167e+01   3.6348759e+00
   2.7515000e-01   3.1000000e+01   3.6320090e+00
   2.7520000e-01   3.0979167e+01   3.5877426e+00
   2.7525000e-01   3.1020833e+01   3.5279407e+00
   2.7530000e-01   3.1083333e+01   3.5659938e+00
   2.7535000e-01   3.1000000e+01   3.5669881e+00
   2.7540000e-01   3.1062500e+01   3.5394810e+00
   2.7545000e-01   3.0958333e+01   3.6725453e+00
   2.7550000e-01   3.0937500e+01   3.5634447e+00
   2.7555000e-01   3.0979167e+01   3.6814057e+00
   2.7560000e-01   3.0979167e+01   3.7444403e+00
   2.7565000e-01   3.0958333e+01   3.6956463e+00
   2.7570000e-01   3.1041667e+01   3.8090504e+00
   2.7575000e-01   3.1041667e+01   3.8090504e+00
   2.7580000e-01   3.1104167e+01   3.8162005e+00
   2.7585000e-01   3.1291667e+01   3.9083018e+00
   2.7590000e-01   3.1291667e+01   3.8424191e+00
   2.7595000e-01   3.1291667e+01   3.8755004e+00
   2.7600000e-01   3.1291667e+01   3.8313285e+00
   2.7605000e-01   3.1291667e+01   3.8479524e+00
   2.7610000e-01   3.1291667e+01   3.8534778e+00
   2.7615000e-01   3.1333333e+01   3.6920463e+00
   2.7620000e-01   3.1270833e+01   3.7458606e+00
   2.7625000e-01   3.1208333e+01   3.9300172e+00
   2.7630000e-01   3.1208333e+01   3.7697471e+00
   2.7635000e-01   3.1083333e+01   3.7971621e+00
   2.7640000e-01   3.1062500e+01   3.6924665e+00
   2.7645000e-01   3.1062500e+01   3.6924665e+00
   2.7650000e-01   3.1104167e+01   3.6915060e+00
   2.7655000e-01   3.1125000e+01   3.7338304e+00
   2.7660000e-01   3.1062500e+01   3.6809241e+00
   2.7665000e-01   3.1166667e+01   3.7435524e+00
   2.7670000e-01   3.1104167e+01   3.7826006e+00
   2.7675000e-01   3.1000000e+01   3.7586779e+00
   2.7680000e-01   3.1104167e+01   3.8715525e+00
   2.7685000e-01   3.1312500e+01   3.9580580e+00
   2.7690000e-01   3.1250000e+01   3.8729833e+00
   2.7695000e-01   3.1291667e+01   3.8257711e+00
   2.7700000e-01   3.1375000e+01   3.9605770e+00
   2.7705000e-01   3.1333333e+01   4.1428397e+00
   2.7710000e-01   3.1395833e+01   4.1500555e+00
   2.7715000e-01   3.1395833e+01   4.0514751e+00
   2.7720000e-01   3.1395833e+01   4.0462201e+00
   2.7725000e-01   3.1395833e+01   3.9826196e+00
   2.7730000e-01   3.1458333e+01   3.8424191e+00
   2.7735000e-01   3.1479167e+01   3.8259449e+00
   2.7740000e-01   3.1437500e+01   3.8031692e+00
   2.7745000e-01   3.1312500e+01   3.8930175e+00
   2.7750000e-01   3.1250000e+01   3.9491448e+00
   2.7755000e-01   3.1229167e+01   3.9638772e+00
   2.7760000e-01   3.1208333e+01   3.8973987e+00
   2.7765000e-01   3.1229167e+01   3.9207011e+00
   2.7770000e-01   3.1166667e+01   3.9536320e+00
   2.7775000e-01   3.1229167e+01   3.8825281e+00
   2.7780000e-01   3.1187500e+01   3.9283815e+00
   2.7785000e-01   3.1333333e+01   3.9911249e+00
   2.7790000e-01   3.1270833e+01   3.9071107e+00
   2.7795000e-01   3.1166667e+01   4.0282689e+00
   2.7800000e-01   3.1208333e+01   4.1099689e+00
   2.7805000e-01   3.1416667e+01   4.3015748e+00
   2.7810000e-01   3.1354167e+01   4.2998742e+00
   2.7815000e-01   3.1354167e+01   4.3146933e+00
   2.7820000e-01   3.1437500e+01   4.2821065e+00
   2.7825000e-01   3.1354167e+01   4.2700819e+00
   2.7830000e-01   3.1312500e+01   4.3130492e+00
   2.7835000e-01   3.1333333e+01   4.3139227e+00
   2.7840000e-01   3.1437500e+01   4.2069155e+00
   2.7845000e-01   3.1437500e+01   4.1560325e+00
   2.7850000e-01   3.1520833e+01   4.1564591e+00
   2.7855000e-01   3.1604167e+01   4.2262583e+00
   2.7860000e-01   3.1520833e+01   4.2325466e+00
   2.7865000e-01   3.1375000e+01   4.1392003e+00
   2.7870000e-01   3.1395833e+01   4.0619646e+00
   2.7875000e-01   3.1458333e+01   4.1511769e+00
   2.7880000e-01   3.1520833e+01   4.0997643e+00
   2.7885000e-01   3.1479167e+01   4.0422744e+00
   2.7890000e-01   3.1645833e+01   4.0658912e+00
   2.7895000e-01   3.1437500e+01   4.0732978e+00
   2.7900000e-01   3.1562500e+01   3.9728132e+00
   2.7905000e-01   3.1583333e+01   3.9076212e+00
   2.7910000e-01   3.1520833e+01   3.7187826e+00
   2.7915000e-01   3.1500000e+01   3.7812527e+00
   2.7920000e-01   3.1583333e+01   3.7520680e+00
   2.7925000e-01   3.1708333e+01   3.6023534e+00
   2.7930000e-01   3.1666667e+01   3.4538497e+00
   2.7935000e-01   3.1666667e+01   3.4291202e+00
   2.7940000e-01   3.1750000e+01   3.5340291e+00
   2.7945000e-01   3.1812500e+01   3.5709004e+00
   2.7950000e-01   3.1708333e+01   3.4391880e+00
   2.7955000e-01   3.1812500e+01   3.5108116e+00
   2.7960000e-01   3.1687500e+01   3.4527587e+00
   2.7965000e-01   3.1687500e+01   3.5077801e+00
   2.7970000e-01   3.1770833e+01   3.5564720e+00
   2.7975000e-01   3.1833333e+01   3.6456522e+00
   2.7980000e-01   3.1791667e+01   3.6783341e+00
   2.7985000e-01   3.1854167e+01   3.7187826e+00
   2.7990000e-01   3.2020833e+01   3.7273548e+00
   2.7995000e-01   3.2000000e+01   3.6611822e+00
   2.8000000e-01   3.2145833e+01   3.7755630e+00
   2.8005000e-01   3.2062500e+01   3.7211657e+00
   2.8010000e-01   3.2104167e+01   3.7543710e+00
   2.8015000e-01   3.2208333e+01   3.7810183e+00
   2.8020000e-01   3.2125000e+01   3.7052292e+00
   2.8025000e-01   3.2104167e+01   3.5743744e+00
   2.8030000e-01   3.2125000e+01   3.7678652e+00
   2.8035000e-01   3.2145833e+01   3.7359073e+00
   2.8040000e-01   3.2166667e+01   3.8167232e+00
   2.8045000e-01   3.2145833e+01   3.9139118e+00
   2.8050000e-01   3.2062500e+01   3.9701345e+00
   2.8055000e-01   3.2166667e+01   4.0440833e+00
   2.8060000e-01   3.2062500e+01   3.8834414e+00
   2.8065000e-01   3.2104167e+01   3.9369476e+00
   2.8070000e-01   3.2145833e+01   4.0052603e+00
   2.8075000e-01   3.2208333e+01   3.9944554e+00
   2.8080000e-01   3.1979167e+01   3.8893722e+00
