	time(s)		<A>		Std(A)
   2.4850000e-02   4.8895833e+01   7.4383697e+00
   2.4900000e-02   4.9041667e+01   7.4547096e+00
   2.4950000e-02   4.9104167e+01   7.4583655e+00
   2.5000000e-02   4.9187500e+01   7.4965418e+00
   2.5050000e-02   4.8937500e+01   7.4302609e+00
   2.5100000e-02   4.8875000e+01   7.4337499e+00
   2.5150000e-02   4.8958333e+01   7.3830119e+00
   2.5200000e-02   4.8812500e+01   7.4109070e+00
   2.5250000e-02   4.8729167e+01   7.3910227e+00
   2.5300000e-02   4.8625000e+01   7.4251585e+00
   2.5350000e-02   4.8583333e+01   7.4686104e+00
   2.5400000e-02   4.8375000e+01   7.4021992e+00
   2.5450000e-02   4.8395833e+01   7.3563971e+00
   2.5500000e-02   4.8250000e+01   7.2508253e+00
   2.5550000e-02   4.8270833e+01   7.1152805e+00
   2.5600000e-02   4.8250000e+01   7.1384485e+00
   2.5650000e-02   4.8270833e+01   7.1122896e+00
   2.5700000e-02   4.8291667e+01   7.1932543e+00
   2.5750000e-02   4.8166667e+01   7.0840947e+00
   2.5800000e-02   4.8145833e+01   6.9832309e+00
   2.5850000e-02   4.8020833e+01   7.0544677e+00
   2.5900000e-02   4.8083333e+01   7.0373875e+00
   2.5950000e-02   4.7937500e+01   6.8925067e+00
   2.6000000e-02   4.8000000e+01   6.7382680e+00
   2.6050000e-02   4.7875000e+01   6.6990790e+00
   2.6100000e-02   4.8062500e+01   6.7427069e+00
   2.6150000e-02   4.8229167e+01   6.8174981e+00
   2.6200000e-02   4.8250000e+01   6.6955050e+00
   2.6250000e-02   4.8270833e+01   6.8190583e+00
   2.6300000e-02   4.8437500e+01   6.6329489e+00
   2.6350000e-02   4.8416667e+01   6.5941087e+00
   2.6400000e-02   4.8250000e+01   6.3964751e+00
   2.6450000e-02   4.8312500e+01   6.3953316e+00
   2.6500000e-02   4.8250000e+01   6.3631252e+00
   2.6550000e-02   4.8125000e+01   6.3400953e+00
   2.6600000e-02   4.8166667e+01   6.3290392e+00
   2.6650000e-02   4.8145833e+01   6.4378852e+00
   2.6700000e-02   4.8104167e+01   6.4650931e+00
   2.6750000e-02   4.8083333e+01   6.4637560e+00
   2.6800000e-02   4.7979167e+01   6.4030896e+00
   2.6850000e-02   4.7916667e+01   6.5129440e+00
   2.6900000e-02   4.7916667e+01   6.4900360e+00
   2.6950000e-02   4.7916667e+01   6.4042318e+00
   2.7000000e-02   4.7708333e+01   6.4179215e+00
   2.7050000e-02   4.7625000e+01   6.4333738e+00
   2.7100000e-02   4.7645833e+01   6.4263076e+00
   2.7150000e-02   4.7645833e+01   6.5346526e+00
   2.7200000e-02   4.7666667e+01   6.5243679e+00
   2.7250000e-02   4.7708333e+01   6.4707470e+00
   2.7300000e-02   4.7604167e+01   6.6324142e+00
   2.7350000e-02   4.7395833e+01   6.4766014e+00
   2.7400000e-02   4.7416667e+01   6.4472766e+00
   2.7450000e-02   4.7250000e+01   6.3430310e+00
   2.7500000e-02   4.7208333e+01   6.3813503e+00
   2.7550000e-02   4.7145833e+01   6.3981034e+00
   2.7600000e-02   4.7166667e+01   6.2919514e+00
   2.7650000e-02   4.7083333e+01   6.3172622e+00
   2.7700000e-02   4.7270833e+01   6.2492198e+00
   2.7750000e-02   4.7229167e+01   6.3622543e+00
   2.7800000e-02   4.7000000e+01   6.3110845e+00
   2.7850000e-02   4.7000000e+01   6.3748175e+00
   2.7900000e-02   4.6916667e+01   6.3508530e+00
   2.7950000e-02   4.6916667e+01   6.3542023e+00
   2.8000000e-02   4.6979167e+01   6.6187663e+00
   2.8050000e-02   4.7062500e+01   6.6537663e+00
   2.8100000e-02   4.7125000e+01   6.6095514e+00
   2.8150000e-02   4.7208333e+01   6.5815937e+00
   2.8200000e-02   4.7125000e+01   6.4002161e+00
   2.8250000e-02   4.6979167e+01   6.5183524e+00
   2.8300000e-02   4.6791667e+01   6.4707470e+00
   2.8350000e-02   4.6770833e+01   6.4946445e+00
   2.8400000e-02   4.6729167e+01   6.5452259e+00
   2.8450000e-02   4.6562500e+01   6.5131822e+00
   2.8500000e-02   4.6500000e+01   6.4873035e+00
   2.8550000e-02   4.6500000e+01   6.6043184e+00
   2.8600000e-02   4.6500000e+01   6.5946464e+00
   2.8650000e-02   4.6645833e+01   6.7524293e+00
   2.8700000e-02   4.6708333e+01   6.6683065e+00
   2.8750000e-02   4.6666667e+01   6.5924952e+00
   2.8800000e-02   4.6541667e+01   6.5361786e+00
   2.8850000e-02   4.6520833e+01   6.6428319e+00
   2.8900000e-02   4.6666667e+01   6.5731023e+00
   2.8950000e-02   4.6500000e+01   6.4213739e+00
   2.9000000e-02   4.6458333e+01   6.4773200e+00
   2.9050000e-02   4.6354167e+01   6.4362325e+00
   2.9100000e-02   4.6458333e+01   6.4838862e+00
   2.9150000e-02   4.6354167e+01   6.4790648e+00
   2.9200000e-02   4.6250000e+01   6.5411952e+00
   2.9250000e-02   4.6229167e+01   6.5663215e+00
   2.9300000e-02   4.6125000e+01   6.5869794e+00
   2.9350000e-02   4.5979167e+01   6.6668107e+00
   2.9400000e-02   4.5895833e+01   6.5921926e+00
   2.9450000e-02   4.5854167e+01   6.5330244e+00
   2.9500000e-02   4.5854167e+01   6.5913857e+00
   2.9550000e-02   4.5750000e+01   6.6572629e+00
   2.9600000e-02   4.5666667e+01   6.6726923e+00
   2.9650000e-02   4.5687500e+01   6.6657468e+00
   2.9700000e-02   4.5645833e+01   6.6731905e+00
   2.9750000e-02   4.5666667e+01   6.8458198e+00
   2.9800000e-02   4.5583333e+01   6.8099843e+00
   2.9850000e-02   4.5604167e+01   6.8377537e+00
   2.9900000e-02   4.5500000e+01   6.9619024e+00
   2.9950000e-02   4.5479167e+01   6.9893219e+00
   3.0000000e-02   4.5520833e+01   7.0920680e+00
   3.0050000e-02   4.5395833e+01   7.0823111e+00
   3.0100000e-02   4.5395833e+01   7.0552216e+00
   3.0150000e-02   4.5270833e+01   7.1421422e+00
   3.0200000e-02   4.5166667e+01   7.0358756e+00
   3.0250000e-02   4.5145833e+01   6.9771346e+00
   3.0300000e-02   4.5104167e+01   6.9442754e+00
   3.0350000e-02   4.5145833e+01   6.9465730e+00
   3.0400000e-02   4.5250000e+01   6.9603742e+00
   3.0450000e-02   4.5375000e+01   6.8529385e+00
   3.0500000e-02   4.5312500e+01   6.9470834e+00
   3.0550000e-02   4.5354167e+01   6.9572848e+00
   3.0600000e-02   4.5250000e+01   6.9389434e+00
   3.0650000e-02   4.5250000e+01   6.9908755e+00
   3.0700000e-02   4.5104167e+01   6.9473386e+00
   3.0750000e-02   4.5145833e+01   6.8633767e+00
   3.0800000e-02   4.4895833e+01   6.7768052e+00
   3.0850000e-02   4.4916667e+01   6.8876495e+00
   3.0900000e-02   4.4937500e+01   6.9263796e+00
   3.0950000e-02   4.4833333e+01   6.8146692e+00
   3.1000000e-02   4.4895833e+01   6.7484895e+00
   3.1050000e-02   4.5041667e+01   6.7476027e+00
   3.1100000e-02   4.4979167e+01   6.7744501e+00
   3.1150000e-02   4.5000000e+01   6.8073802e+00
   3.1200000e-02   4.4854167e+01   7.0075630e+00
   3.1250000e-02   4.4895833e+01   7.0537136e+00
   3.1300000e-02   4.4833333e+01   7.0025325e+00
   3.1350000e-02   4.4916667e+01   6.9030777e+00
   3.1400000e-02   4.4833333e+01   6.9138570e+00
   3.1450000e-02   4.4729167e+01   6.9580493e+00
   3.1500000e-02   4.4791667e+01   6.8818551e+00
   3.1550000e-02   4.4812500e+01   6.7875238e+00
   3.1600000e-02   4.4729167e+01   6.6930882e+00
   3.1650000e-02   4.4625000e+01   6.6384598e+00
   3.1700000e-02   4.4708333e+01   6.5133524e+00
   3.1750000e-02   4.4729167e+01   6.6484347e+00
   3.1800000e-02   4.4687500e+01   6.6912335e+00
   3.1850000e-02   4.4708333e+01   6.6683065e+00
   3.1900000e-02   4.4750000e+01   6.9817391e+00
   3.1950000e-02   4.4729167e+01   6.9058704e+00
   3.2000000e-02   4.4604167e+01   6.8408646e+00
   3.2050000e-02   4.4645833e+01   6.7176794e+00
   3.2100000e-02   4.4541667e+01   6.6523339e+00
   3.2150000e-02   4.4479167e+01   6.7917020e+00
   3.2200000e-02   4.4541667e+01   6.8818551e+00
   3.2250000e-02   4.4437500e+01   6.7189989e+00
   3.2300000e-02   4.4395833e+01   6.6388271e+00
   3.2350000e-02   4.4354167e+01   6.6668107e+00
   3.2400000e-02   4.4270833e+01   6.7089638e+00
   3.2450000e-02   4.4229167e+01   6.6340180e+00
   3.2500000e-02   4.4020833e+01   6.6540328e+00
   3.2550000e-02   4.4062500e+01   6.6473679e+00
   3.2600000e-02   4.4000000e+01   6.7477341e+00
   3.2650000e-02   4.3833333e+01   6.6343187e+00
   3.2700000e-02   4.3833333e+01   6.7456316e+00
   3.2750000e-02   4.3583333e+01   6.7219340e+00
   3.2800000e-02   4.3479167e+01   6.8104725e+00
   3.2850000e-02   4.3479167e+01   6.8385316e+00
   3.2900000e-02   4.3375000e+01   6.6959022e+00
   3.2950000e-02   4.3250000e+01   6.6540661e+00
   3.3000000e-02   4.3333333e+01   6.6822513e+00
   3.3050000e-02   4.3270833e+01   6.6707988e+00
   3.3100000e-02   4.3416667e+01   6.5617633e+00
   3.3150000e-02   4.3416667e+01   6.5617633e+00
   3.3200000e-02   4.3416667e+01   6.4900360e+00
   3.3250000e-02   4.3395833e+01   6.5582158e+00
   3.3300000e-02   4.3375000e+01   6.4663614e+00
   3.3350000e-02   4.3395833e+01   6.5484758e+00
   3.3400000e-02   4.3395833e+01   6.5387213e+00
   3.3450000e-02   4.3395833e+01   6.5647012e+00
   3.3500000e-02   4.3520833e+01   6.5557822e+00
   3.3550000e-02   4.3645833e+01   6.4494419e+00
   3.3600000e-02   4.3541667e+01   6.4443884e+00
   3.3650000e-02   4.3520833e+01   6.4147091e+00
   3.3700000e-02   4.3458333e+01   6.3713399e+00
   3.3750000e-02   4.3500000e+01   6.4445260e+00
   3.3800000e-02   4.3479167e+01   6.3278835e+00
   3.3850000e-02   4.3395833e+01   6.3068338e+00
   3.3900000e-02   4.3291667e+01   6.3780152e+00
   3.3950000e-02   4.3354167e+01   6.4196824e+00
   3.4000000e-02   4.3333333e+01   6.4489265e+00
   3.4050000e-02   4.3312500e+01   6.5237903e+00
   3.4100000e-02   4.3270833e+01   6.5970322e+00
   3.4150000e-02   4.3104167e+01   6.5533476e+00
   3.4200000e-02   4.3062500e+01   6.6184984e+00
   3.4250000e-02   4.3145833e+01   6.5265076e+00
   3.4300000e-02   4.3083333e+01   6.5682451e+00
   3.4350000e-02   4.3145833e+01   6.7129268e+00
   3.4400000e-02   4.3062500e+01   6.7174154e+00
   3.4450000e-02   4.3062500e+01   6.6729248e+00
   3.4500000e-02   4.2958333e+01   6.7727814e+00
   3.4550000e-02   4.2958333e+01   6.7254940e+00
   3.4600000e-02   4.3020833e+01   6.7901355e+00
   3.4650000e-02   4.2833333e+01   6.9230830e+00
   3.4700000e-02   4.2750000e+01   6.8214306e+00
   3.4750000e-02   4.2645833e+01   6.8649265e+00
   3.4800000e-02   4.2687500e+01   6.8824669e+00
   3.4850000e-02   4.2625000e+01   6.9116768e+00
   3.4900000e-02   4.2604167e+01   7.0702842e+00
   3.4950000e-02   4.2479167e+01   6.9954076e+00
   3.5000000e-02   4.2541667e+01   6.8446542e+00
   3.5050000e-02   4.2562500e+01   6.6072373e+00
   3.5100000e-02   4.2479167e+01   6.6396282e+00
   3.5150000e-02   4.2416667e+01   6.5422793e+00
   3.5200000e-02   4.2437500e+01   6.5360091e+00
   3.5250000e-02   4.2416667e+01   6.4571693e+00
   3.5300000e-02   4.2437500e+01   6.6104567e+00
   3.5350000e-02   4.2291667e+01   6.6459341e+00
   3.5400000e-02   4.2354167e+01   6.6251924e+00
   3.5450000e-02   4.2354167e+01   6.6795642e+00
   3.5500000e-02   4.2354167e+01   6.6763781e+00
   3.5550000e-02   4.2333333e+01   6.6503346e+00
   3.5600000e-02   4.2416667e+01   6.6774735e+00
   3.5650000e-02   4.2270833e+01   6.5028294e+00
   3.5700000e-02   4.2104167e+01   6.5273226e+00
   3.5750000e-02   4.2166667e+01   6.4785516e+00
   3.5800000e-02   4.2062500e+01   6.4458671e+00
   3.5850000e-02   4.1979167e+01   6.3797872e+00
   3.5900000e-02   4.1958333e+01   6.4542855e+00
   3.5950000e-02   4.1854167e+01   6.4971011e+00
   3.6000000e-02   4.1791667e+01   6.5783602e+00
   3.6050000e-02   4.1812500e+01   6.4069651e+00
   3.6100000e-02   4.1875000e+01   6.4134997e+00
   3.6150000e-02   4.1958333e+01   6.4146055e+00
   3.6200000e-02   4.2020833e+01   6.4064116e+00
   3.6250000e-02   4.2020833e+01   6.4856292e+00
   3.6300000e-02   4.2104167e+01   6.5011933e+00
   3.6350000e-02   4.2145833e+01   6.5655114e+00
   3.6400000e-02   4.2041667e+01   6.5524344e+00
   3.6450000e-02   4.2000000e+01   6.6364564e+00
   3.6500000e-02   4.1958333e+01   6.6906042e+00
   3.6550000e-02   4.1895833e+01   6.7453359e+00
   3.6600000e-02   4.1958333e+01   6.6459341e+00
   3.6650000e-02   4.2000000e+01   6.7161286e+00
   3.6700000e-02   4.1979167e+01   6.5509122e+00
   3.6750000e-02   4.1916667e+01   6.7060891e+00
   3.6800000e-02   4.2020833e+01   6.6572296e+00
   3.6850000e-02   4.2083333e+01   6.9338311e+00
   3.6900000e-02   4.2083333e+01   7.0192239e+00
   3.6950000e-02   4.2062500e+01   6.9233071e+00
   3.7000000e-02   4.2104167e+01   6.7642351e+00
   3.7050000e-02   4.2083333e+01   6.8255881e+00
   3.7100000e-02   4.2145833e+01   6.7979646e+00
   3.7150000e-02   4.2020833e+01   6.8958501e+00
   3.7200000e-02   4.1916667e+01   6.8566890e+00
   3.7250000e-02   4.1750000e+01   6.8120669e+00
   3.7300000e-02   4.1645833e+01   6.6508345e+00
   3.7350000e-02   4.1437500e+01   6.8351602e+00
   3.7400000e-02   4.1458333e+01   6.9003803e+00
   3.7450000e-02   4.1416667e+01   7.0161920e+00
   3.7500000e-02   4.1479167e+01   7.0166658e+00
   3.7550000e-02   4.1520833e+01   7.0348361e+00
   3.7600000e-02   4.1479167e+01   6.9220265e+00
   3.7650000e-02   4.1354167e+01   6.8711224e+00
   3.7700000e-02   4.1229167e+01   7.0295413e+00
   3.7750000e-02   4.1208333e+01   7.0044312e+00
   3.7800000e-02   4.1166667e+01   6.8582404e+00
   3.7850000e-02   4.1187500e+01   6.9852618e+00
   3.7900000e-02   4.1062500e+01   7.0963168e+00
   3.7950000e-02   4.1083333e+01   7.0222544e+00
   3.8000000e-02   4.1083333e+01   7.1095780e+00
   3.8050000e-02   4.0854167e+01   7.0105986e+00
   3.8100000e-02   4.0895833e+01   6.9534610e+00
   3.8150000e-02   4.1000000e+01   7.0348676e+00
   3.8200000e-02   4.1020833e+01   7.0574831e+00
   3.8250000e-02   4.1062500e+01   6.9905902e+00
   3.8300000e-02   4.1041667e+01   7.1039645e+00
   3.8350000e-02   4.1000000e+01   7.1518484e+00
   3.8400000e-02   4.1083333e+01   7.0795881e+00
   3.8450000e-02   4.0937500e+01   7.1886620e+00
   3.8500000e-02   4.0833333e+01   7.0810906e+00
   3.8550000e-02   4.0833333e+01   7.1676974e+00
   3.8600000e-02   4.0875000e+01   7.2570582e+00
   3.8650000e-02   4.0833333e+01   7.2474011e+00
   3.8700000e-02   4.0875000e+01   7.1029661e+00
   3.8750000e-02   4.0937500e+01   7.1679139e+00
   3.8800000e-02   4.1041667e+01   7.2021224e+00
   3.8850000e-02   4.1041667e+01   7.2286614e+00
   3.8900000e-02   4.1020833e+01   7.1859484e+00
   3.8950000e-02   4.0875000e+01   7.2276802e+00
   3.9000000e-02   4.0812500e+01   7.3619385e+00
   3.9050000e-02   4.0812500e+01   7.3590478e+00
   3.9100000e-02   4.0854167e+01   7.2903013e+00
   3.9150000e-02   4.0937500e+01   7.2152505e+00
   3.9200000e-02   4.0854167e+01   7.2375780e+00
   3.9250000e-02   4.0875000e+01   7.4850916e+00
   3.9300000e-02   4.0791667e+01   7.3338572e+00
   3.9350000e-02   4.0895833e+01   7.2735007e+00
   3.9400000e-02   4.0895833e+01   7.3838224e+00
   3.9450000e-02   4.0875000e+01   7.3964483e+00
   3.9500000e-02   4.1000000e+01   7.5877841e+00
   3.9550000e-02   4.0937500e+01   7.7744980e+00
   3.9600000e-02   4.0687500e+01   7.7491420e+00
   3.9650000e-02   4.0604167e+01   7.6901141e+00
   3.9700000e-02   4.0562500e+01   7.7374641e+00
   3.9750000e-02   4.0458333e+01   7.7348571e+00
   3.9800000e-02   4.0395833e+01   7.7918113e+00
   3.9850000e-02   4.0166667e+01   7.7386384e+00
   3.9900000e-02   4.0125000e+01   7.7008565e+00
   3.9950000e-02   4.0062500e+01   7.5382888e+00
   4.0000000e-02   4.0104167e+01   7.5631795e+00
   4.0050000e-02   4.0041667e+01   7.6491088e+00
   4.0100000e-02   4.0041667e+01   7.7045395e+00
   4.0150000e-02   4.0041667e+01   7.6407595e+00
   4.0200000e-02   4.0083333e+01   7.6181009e+00
   4.0250000e-02   4.0145833e+01   7.6297000e+00
   4.0300000e-02   4.0041667e+01   7.6351882e+00
   4.0350000e-02   4.0041667e+01   7.5680131e+00
   4.0400000e-02   3.9937500e+01   7.7333383e+00
   4.0450000e-02   4.0062500e+01   7.7250800e+00
   4.0500000e-02   3.9979167e+01   7.8211105e+00
   4.0550000e-02   3.9937500e+01   7.9209022e+00
   4.0600000e-02   3.9916667e+01   7.9166760e+00
   4.0650000e-02   3.9833333e+01   7.7386384e+00
   4.0700000e-02   3.9916667e+01   7.6571016e+00
   4.0750000e-02   4.0020833e+01   7.7142851e+00
   4.0800000e-02   4.0020833e+01   7.6783464e+00
   4.0850000e-02   4.0125000e+01   7.6342593e+00
   4.0900000e-02   3.9916667e+01   7.6820690e+00
   4.0950000e-02   4.0000000e+01   7.7101756e+00
   4.1000000e-02   4.0083333e+01   7.6986689e+00
   4.1050000e-02   3.9937500e+01   7.5439316e+00
   4.1100000e-02   3.9916667e+01   7.5083877e+00
   4.1150000e-02   4.0041667e+01   7.6016749e+00
   4.1200000e-02   4.0125000e+01   7.5304347e+00
   4.1250000e-02   4.0020833e+01   7.5835477e+00
   4.1300000e-02   4.0083333e+01   7.5957248e+00
   4.1350000e-02   4.0020833e+01   7.5074136e+00
   4.1400000e-02   4.0020833e+01   7.4276355e+00
   4.1450000e-02   4.0145833e+01   7.5765303e+00
   4.1500000e-02   4.0166667e+01   7.5182992e+00
   4.1550000e-02   4.0062500e+01   7.5805076e+00
   4.1600000e-02   4.0020833e+01   7.5863528e+00
   4.1650000e-02   4.0000000e+01   7.5145249e+00
   4.1700000e-02   3.9979167e+01   7.5947619e+00
   4.1750000e-02   3.9895833e+01   7.5152033e+00
   4.1800000e-02   3.9854167e+01   7.5314647e+00
   4.1850000e-02   3.9895833e+01   7.4953591e+00
   4.1900000e-02   3.9979167e+01   7.4562257e+00
   4.1950000e-02   3.9958333e+01   7.5285509e+00
   4.2000000e-02   3.9875000e+01   7.5642637e+00
   4.2050000e-02   3.9916667e+01   7.6041236e+00
   4.2100000e-02   3.9875000e+01   7.6759503e+00
   4.2150000e-02   3.9937500e+01   7.6808861e+00
   4.2200000e-02   3.9937500e+01   7.9155281e+00
   4.2250000e-02   4.0062500e+01   7.8669961e+00
   4.2300000e-02   3.9958333e+01   7.8087739e+00
   4.2350000e-02   3.9875000e+01   7.6314718e+00
   4.2400000e-02   3.9979167e+01   7.6755749e+00
   4.2450000e-02   4.0000000e+01   7.7624300e+00
   4.2500000e-02   3.9854167e+01   7.6769608e+00
   4.2550000e-02   3.9729167e+01   7.7149746e+00
   4.2600000e-02   3.9625000e+01   7.7421889e+00
   4.2650000e-02   3.9666667e+01   7.6222891e+00
   4.2700000e-02   3.9645833e+01   7.6811169e+00
   4.2750000e-02   3.9687500e+01   7.4979607e+00
   4.2800000e-02   3.9562500e+01   7.3395062e+00
   4.2850000e-02   3.9479167e+01   7.2727693e+00
   4.2900000e-02   3.9500000e+01   7.3715959e+00
   4.2950000e-02   3.9437500e+01   7.2929761e+00
   4.3000000e-02   3.9291667e+01   7.3512434e+00
   4.3050000e-02   3.9416667e+01   7.3363952e+00
   4.3100000e-02   3.9375000e+01   7.2804752e+00
   4.3150000e-02   3.9541667e+01   7.2463001e+00
   4.3200000e-02   3.9604167e+01   7.1748366e+00
   4.3250000e-02   3.9583333e+01   7.3073363e+00
   4.3300000e-02   3.9562500e+01   7.1545440e+00
   4.3350000e-02   3.9562500e+01   7.1515695e+00
   4.3400000e-02   3.9562500e+01   7.2725255e+00
   4.3450000e-02   3.9625000e+01   7.3762846e+00
   4.3500000e-02   3.9541667e+01   7.3251486e+00
   4.3550000e-02   3.9458333e+01   7.1457719e+00
   4.3600000e-02   3.9583333e+01   7.1334792e+00
   4.3650000e-02   3.9583333e+01   7.1095780e+00
   4.3700000e-02   3.9625000e+01   7.0939741e+00
   4.3750000e-02   3.9666667e+01   7.1617582e+00
   4.3800000e-02   3.9645833e+01   7.1443761e+00
   4.3850000e-02   3.9708333e+01   6.9892268e+00
   4.3900000e-02   3.9666667e+01   6.9506875e+00
   4.3950000e-02   3.9729167e+01   6.9549908e+00
   4.4000000e-02   3.9666667e+01   6.7770995e+00
   4.4050000e-02   3.9541667e+01   6.7978668e+00
   4.4100000e-02   3.9583333e+01   6.6423315e+00
   4.4150000e-02   3.9645833e+01   6.5313958e+00
   4.4200000e-02   3.9729167e+01   6.5484758e+00
   4.4250000e-02   3.9854167e+01   6.5525359e+00
   4.4300000e-02   3.9979167e+01   6.7049984e+00
   4.4350000e-02   4.0000000e+01   6.8198708e+00
   4.4400000e-02   4.0000000e+01   6.6780045e+00
   4.4450000e-02   4.0041667e+01   6.5491865e+00
   4.4500000e-02   3.9937500e+01   6.6792988e+00
   4.4550000e-02   3.9979167e+01   6.5606486e+00
   4.4600000e-02   4.0062500e+01   6.4689315e+00
   4.4650000e-02   4.0250000e+01   6.3964751e+00
   4.4700000e-02   4.0166667e+01   6.4916750e+00
   4.4750000e-02   4.0270833e+01   6.4831683e+00
   4.4800000e-02   4.0270833e+01   6.6420312e+00
   4.4850000e-02   4.0104167e+01   6.4749586e+00
   4.4900000e-02   4.0041667e+01   6.4509882e+00
   4.4950000e-02   3.9979167e+01   6.3127348e+00
   4.5000000e-02   4.0000000e+01   6.3948117e+00
   4.5050000e-02   4.0062500e+01   6.4886357e+00
   4.5100000e-02   3.9937500e+01   6.6441664e+00
   4.5150000e-02   4.0020833e+01   6.5929995e+00
   4.5200000e-02   4.0000000e+01   6.6332496e+00
   4.5250000e-02   3.9958333e+01   6.7978668e+00
   4.5300000e-02   3.9937500e+01   6.7332337e+00
   4.5350000e-02   4.0000000e+01   6.7097896e+00
   4.5400000e-02   3.9916667e+01   6.8193509e+00
   4.5450000e-02   3.9770833e+01   6.6468344e+00
   4.5500000e-02   3.9791667e+01   6.4838862e+00
   4.5550000e-02   3.9770833e+01   6.5370941e+00
   4.5600000e-02   3.9916667e+01   6.4637560e+00
   4.5650000e-02   3.9770833e+01   6.5044652e+00
   4.5700000e-02   3.9791667e+01   6.5035451e+00
   4.5750000e-02   3.9875000e+01   6.4762249e+00
   4.5800000e-02   3.9916667e+01   6.5259982e+00
   4.5850000e-02   3.9979167e+01   6.5444132e+00
