iter A R
339300000 0 835
339400000 1 831
339500000 2 825
339600000 2 822
339700000 5 801
339800000 3 784
339900000 2 766
340000000 1 761
340100000 1 767
340200000 0 763
340300000 0 755
340400000 1 756
340500000 1 752
340600000 1 750
340700000 0 739
340800000 0 729
340900000 3 718
341000000 3 709
341100000 0 696
341200000 2 681
341300000 1 671
341400000 4 660
341500000 0 653
341600000 0 653
341700000 0 659
341800000 0 671
341900000 2 667
342000000 0 660
342100000 0 656
342200000 1 643
342300000 1 634
342400000 0 624
342500000 1 613
342600000 1 606
342700000 2 607
342800000 0 606
342900000 1 612
343000000 1 615
343100000 0 617
343200000 1 613
343300000 2 598
343400000 0 591
343500000 1 591
343600000 1 603
343700000 0 615
343800000 0 616
343900000 0 617
344000000 0 618
344100000 1 612
344200000 1 604
344300000 2 596
344400000 0 587
344500000 0 584
344600000 1 585
344700000 0 583
344800000 2 575
344900000 3 568
345000000 5 562
345100000 3 554
345200000 0 549
345300000 1 546
345400000 2 551
345500000 1 527
345600000 1 531
345700000 3 533
345800000 2 529
345900000 3 519
346000000 3 507
346100000 0 504
346200000 0 507
346300000 2 513
346400000 0 510
346500000 0 510
346600000 0 512
346700000 1 519
346800000 0 522
346900000 1 531
347000000 0 527
347100000 1 528
347200000 0 524
347300000 1 512
347400000 2 502
347500000 7 495
347600000 0 487
347700000 3 486
347800000 1 466
347900000 4 462
348000000 0 440
348100000 2 419
348200000 5 388
348300000 1 390
348400000 4 390
348500000 0 391
348600000 1 377
348700000 0 362
348800000 7 355
348900000 1 331
349000000 5 326
349100000 0 318
349200000 4 327
349300000 2 325
349400000 2 329
349500000 6 312
349600000 6 258
349700000 4 220
349800000 6 207
349900000 7 185
350000000 9 174
350100000 7 169
350200000 12 156
350300000 3 154
350400000 1 160
350500000 1 175
350600000 1 194
350700000 1 205
350800000 2 215
350900000 0 216
351000000 4 225
351100000 2 230
351200000 2 238
351300000 4 236
351400000 4 226
351500000 8 215
351600000 2 207
351700000 14 196
351800000 11 160
351900000 9 142
352000000 4 137
352100000 2 142
352200000 9 144
352300000 4 137
352400000 8 134
352500000 5 139
352600000 1 157
352700000 3 161
352800000 1 167
352900000 0 172
353000000 1 181
353100000 2 191
353200000 5 186
353300000 5 181
353400000 4 183
353500000 3 187
353600000 0 201
353700000 0 216
353800000 3 220
353900000 1 230
354000000 2 228
354100000 3 243
354200000 4 243
354300000 2 245
354400000 0 241
354500000 1 246
354600000 2 251
354700000 1 251
354800000 2 256
354900000 2 253
355000000 0 252
355100000 0 252
355200000 1 250
355300000 0 246
355400000 1 245
355500000 5 232
355600000 2 218
355700000 1 216
355800000 3 223
355900000 1 231
356000000 1 227
356100000 2 227
356200000 1 227
356300000 3 228
356400000 0 230
356500000 2 225
356600000 2 226
356700000 6 218
356800000 3 211
356900000 1 200
357000000 1 206
357100000 2 203
357200000 2 201
357300000 1 204
357400000 4 204
357500000 0 206
357600000 0 215
357700000 3 215
357800000 1 214
357900000 1 210
358000000 5 201
358100000 1 199
358200000 1 193
358300000 3 195
358400000 0 197
358500000 2 200
358600000 2 202
358700000 2 203
358800000 1 204
358900000 4 202
359000000 3 197
359100000 4 196
359200000 5 193
359300000 1 189
359400000 0 197
359500000 7 189
359600000 3 179
359700000 4 165
359800000 1 164
359900000 3 168
360000000 1 177
360100000 1 181
360200000 2 182
360300000 2 185
360400000 4 184
360500000 5 181
360600000 3 180
360700000 1 172
360800000 3 170
360900000 2 166
361000000 2 162
361100000 3 156
361200000 6 148
361300000 10 133
361400000 13 113
361500000 20 90
361600000 15 64
361700000 16 59
361800000 24 51
361900000 21 49
362000000 14 50
362100000 9 55
362200000 12 57
362300000 12 52
362400000 12 56
362500000 6 66
362600000 7 71
362700000 8 80
362800000 8 79
362900000 9 80
363000000 10 89
363100000 13 86
363200000 3 77
363300000 7 85
363400000 14 82
363500000 9 75
363600000 7 76
363700000 9 74
363800000 10 81
363900000 2 79
364000000 4 79
364100000 5 87
364200000 6 83
364300000 7 92
364400000 10 86
364500000 6 88
364600000 7 86
364700000 3 90
364800000 3 101
364900000 4 110
365000000 2 117
365100000 4 118
365200000 3 120
365300000 5 118
365400000 3 122
365500000 5 123
365600000 6 125
365700000 8 123
365800000 6 110
365900000 6 109
366000000 5 102
366100000 3 110
366200000 1 117
366300000 2 116
366400000 1 125
366500000 3 126
366600000 3 124
366700000 4 126
366800000 5 128
366900000 5 117
367000000 10 103
367100000 6 99
367200000 8 91
367300000 13 86
367400000 14 86
367500000 9 79
367600000 4 81
367700000 7 90
367800000 8 89
367900000 6 79
368000000 7 77
368100000 5 76
368200000 9 78
368300000 35 57
368400000 56 28
368500000 89 9
368600000 107 8
368700000 115 2
368800000 141 8
368900000 149 2
369000000 174 5
369100000 178 2
369200000 162 5
369300000 154 3
369400000 157 5
369500000 183 1
369600000 222 1
369700000 268 2
369800000 316 2
369900000 380 3
370000000 421 0
370100000 490 0
370200000 559 2
370300000 573 4
370400000 593 2
370500000 629 0
370600000 656 3
370700000 688 0
370800000 752 1
370900000 763 2
371000000 771 0
371100000 794 0
371200000 810 0
371300000 848 1
371400000 864 2
371500000 875 4
371600000 910 2
371700000 944 3
371800000 980 0
371900000 987 1
372000000 1050 5
372100000 1094 0
372200000 1167 2
372300000 1186 0
372400000 1224 0
372500000 1201 0
372600000 1178 1
372700000 1183 2
372800000 1179 2
372900000 1179 1
373000000 1180 2
373100000 1169 1
373200000 1160 0
373300000 1184 0
373400000 1183 0
373500000 1193 2
373600000 1258 1
373700000 1310 0
373800000 1323 1
373900000 1348 2
374000000 1366 1
374100000 1368 1
374200000 1329 2
374300000 1276 5
374400000 1255 0
374500000 1217 3
374600000 1204 1
374700000 1223 1
374800000 1250 0
374900000 1270 1
375000000 1269 3
375100000 1281 2
375200000 1304 4
375300000 1284 1
375400000 1257 0
375500000 1251 1
375600000 1250 3
375700000 1280 2
375800000 1265 1
375900000 1260 1
376000000 1282 3
376100000 1283 3
376200000 1260 4
376300000 1236 2
376400000 1196 2
376500000 1197 2
376600000 1177 3
376700000 1178 2
376800000 1169 2
376900000 1192 2
377000000 1175 2
377100000 1163 1
377200000 1128 2
377300000 1128 4
377400000 1104 3
377500000 1084 1
377600000 1058 4
377700000 1033 2
377800000 1005 2
377900000 964 3
378000000 949 1
378100000 890 5
378200000 851 3
378300000 804 3
378400000 786 2
378500000 760 4
378600000 706 10
378700000 677 4
378800000 664 7
378900000 623 6
379000000 541 4
379100000 494 10
379200000 460 11
379300000 465 14
379400000 464 11
379500000 458 6
379600000 439 12
379700000 405 10
379800000 384 11
379900000 345 9
380000000 310 13
380100000 283 12
380200000 259 10
380300000 248 20
380400000 229 15
380500000 236 23
380600000 193 25
380700000 147 26
380800000 118 26
380900000 87 42
381000000 73 43
381100000 54 66
381200000 28 75
381300000 9 130
381400000 2 204
381500000 5 280
381600000 1 351
381700000 1 419
381800000 2 498
381900000 1 543
382000000 0 615
382100000 1 694
382200000 0 757
382300000 1 809
382400000 1 869
382500000 0 908
382600000 3 923
382700000 3 930
382800000 2 950
382900000 1 984
383000000 0 1009
383100000 1 1049
383200000 1 1084
383300000 0 1109
383400000 1 1123
383500000 0 1138
383600000 1 1159
383700000 0 1195
383800000 1 1198
383900000 1 1220
384000000 1 1233
384100000 0 1245
384200000 0 1250
384300000 0 1263
384400000 0 1285
384500000 0 1295
384600000 2 1308
384700000 0 1315
384800000 0 1313
384900000 0 1319
385000000 0 1346
385100000 2 1349
385200000 1 1349
385300000 0 1344
385400000 1 1356
385500000 0 1354
385600000 0 1363
385700000 0 1371
385800000 0 1359
385900000 0 1348
386000000 0 1351
386100000 1 1339
386200000 3 1317
386300000 0 1309
386400000 0 1293
386500000 1 1294
386600000 0 1292
386700000 0 1288
386800000 1 1286
386900000 0 1287
387000000 0 1282
387100000 0 1288
387200000 0 1274
387300000 0 1276
387400000 0 1271
387500000 1 1262
387600000 0 1255
387700000 0 1257
387800000 2 1249
387900000 1 1233
388000000 1 1214
388100000 0 1212
388200000 0 1207
388300000 0 1212
388400000 0 1204
388500000 0 1206
388600000 0 1204
388700000 2 1189
388800000 1 1181
388900000 2 1178
389000000 4 1142
389100000 1 1123
389200000 2 1109
389300000 0 1097
389400000 2 1101
389500000 1 1084
389600000 0 1078
389700000 1 1081
389800000 0 1077
389900000 0 1081
390000000 2 1059
390100000 3 1033
390200000 2 998
390300000 0 978
390400000 2 979
390500000 0 964
390600000 0 956
390700000 0 959
390800000 1 951
390900000 0 947
391000000 1 947
391100000 0 949
391200000 2 952
391300000 0 932
391400000 0 923
391500000 0 920
391600000 1 919
391700000 0 913
391800000 1 905
391900000 2 899
392000000 0 885
392100000 1 877
392200000 0 871
392300000 1 873
392400000 2 879
392500000 0 872
392600000 1 871
392700000 0 872
392800000 0 875
392900000 0 875
393000000 0 869
393100000 1 864
393200000 2 859
393300000 1 865
393400000 0 870
393500000 1 853
393600000 0 860
393700000 0 852
393800000 0 847
393900000 0 856
394000000 0 854
394100000 1 849
394200000 0 840
394300000 0 824
394400000 1 813
394500000 2 815
394600000 0 813
394700000 3 806
394800000 0 770
394900000 3 770
395000000 0 757
395100000 1 741
395200000 3 722
395300000 0 701
395400000 2 699
395500000 1 694
395600000 0 681
395700000 0 682
395800000 1 684
395900000 0 701
396000000 1 712
396100000 0 708
396200000 1 701
396300000 0 694
396400000 0 686
396500000 0 690
396600000 0 700
396700000 0 707
396800000 1 709
396900000 0 706
397000000 0 715
397100000 1 711
397200000 1 686
397300000 1 678
397400000 0 656
397500000 1 649
397600000 1 647
397700000 2 633
397800000 2 612
397900000 1 594
398000000 3 579
398100000 1 562
398200000 0 555
398300000 2 538
398400000 0 526
398500000 0 528
398600000 0 526
398700000 1 533
398800000 0 539
398900000 0 534
399000000 1 528
399100000 4 533
399200000 2 518
399300000 2 516
399400000 2 517
399500000 3 501
399600000 1 493
399700000 1 511
399800000 1 498
399900000 3 505
400000000 3 499
400100000 5 469
400200000 2 446
400300000 2 430
400400000 0 417
400500000 1 405
400600000 1 398
400700000 1 394
400800000 0 398
400900000 0 413
401000000 0 420
401100000 0 428
401200000 0 428
401300000 0 423
401400000 0 438
401500000 0 431
401600000 2 422
401700000 2 419
401800000 1 395
401900000 2 395
402000000 4 397
402100000 4 384
402200000 3 377
402300000 4 361
402400000 1 357
402500000 1 345
402600000 1 346
402700000 1 346
402800000 2 344
402900000 3 342
403000000 3 341
403100000 1 347
403200000 2 347
403300000 1 361
403400000 0 368
403500000 0 366
403600000 1 364
403700000 3 364
403800000 3 356
403900000 2 361
404000000 0 361
404100000 1 370
404200000 1 377
404300000 0 378
404400000 0 376
404500000 1 373
404600000 1 373
404700000 2 357
404800000 1 345
404900000 2 344
405000000 1 350
405100000 0 339
405200000 1 331
405300000 2 317
405400000 1 316
405500000 4 317
405600000 0 315
405700000 0 315
405800000 0 310
405900000 3 307
406000000 1 305
406100000 2 307
406200000 0 303
406300000 0 302
406400000 1 301
406500000 2 307
406600000 0 308
406700000 0 309
406800000 1 314
406900000 1 317
407000000 4 321
407100000 1 321
407200000 2 317
407300000 2 312
407400000 2 310
407500000 0 306
407600000 2 308
407700000 3 304
407800000 3 299
407900000 2 301
408000000 0 300
408100000 2 305
408200000 0 309
408300000 2 306
408400000 1 308
408500000 0 309
408600000 1 300
408700000 1 293
408800000 6 274
408900000 6 256
409000000 1 239
409100000 2 235
409200000 1 232
409300000 2 220
409400000 1 216
409500000 3 215
409600000 2 219
409700000 3 218
409800000 1 211
409900000 1 210
410000000 3 206
410100000 3 204
410200000 2 199
410300000 9 181
410400000 4 165
410500000 5 158
410600000 1 161
410700000 5 167
410800000 5 159
410900000 4 158
411000000 5 151
411100000 6 157
411200000 1 155
411300000 3 161
411400000 10 144
411500000 13 128
411600000 15 104
411700000 15 97
411800000 8 80
411900000 14 76
412000000 35 52
412100000 41 30
412200000 52 22
412300000 63 24
412400000 69 15
412500000 83 11
412600000 97 12
412700000 119 8
412800000 162 4
412900000 206 3
413000000 247 3
413100000 292 3
413200000 340 3
413300000 378 2
413400000 424 3
413500000 478 3
413600000 523 2
413700000 582 2
413800000 639 0
413900000 721 1
414000000 745 0
414100000 804 1
414200000 840 0
414300000 869 3
414400000 869 1
414500000 867 2
414600000 875 0
414700000 869 1
414800000 878 0
414900000 881 1
415000000 907 0
415100000 948 0
415200000 967 2
415300000 980 1
415400000 1003 1
415500000 1014 0
415600000 1009 1
415700000 1029 1
415800000 1062 1
415900000 1094 0
416000000 1122 0
416100000 1158 3
416200000 1166 0
416300000 1177 1
416400000 1211 2
416500000 1179 2
416600000 1186 3
416700000 1182 1
416800000 1168 2
416900000 1133 1
417000000 1118 0
417100000 1095 2
417200000 1081 1
417300000 1053 3
417400000 1022 1
417500000 1008 1
417600000 999 1
417700000 1010 4
417800000 1023 1
417900000 1020 1
418000000 1042 1
418100000 1045 2
418200000 1053 1
418300000 1070 5
418400000 1088 4
418500000 1121 4
418600000 1115 4
418700000 1063 0
418800000 1054 3
418900000 1072 1
419000000 1062 3
419100000 1057 3
419200000 1035 3
419300000 1038 2
419400000 1037 3
419500000 1031 4
419600000 1001 1
419700000 1017 2
419800000 1013 2
419900000 973 1
420000000 963 2
420100000 945 4
420200000 932 2
420300000 921 4
420400000 924 2
420500000 918 3
420600000 914 3
420700000 885 2
420800000 869 1
420900000 872 1
421000000 857 4
421100000 840 2
421200000 886 2
421300000 901 4
421400000 915 0
421500000 907 5
421600000 875 1
421700000 855 3
421800000 819 7
421900000 796 3
422000000 775 3
422100000 775 7
422200000 775 4
422300000 754 6
422400000 747 3
422500000 769 5
422600000 764 4
422700000 751 8
422800000 711 4
422900000 711 7
423000000 717 8
423100000 704 2
423200000 692 4
423300000 672 3
423400000 651 6
423500000 632 6
423600000 594 4
423700000 591 7
423800000 588 2
423900000 620 5
424000000 581 4
424100000 577 5
424200000 573 9
424300000 577 8
424400000 594 8
424500000 562 11
424600000 521 9
424700000 495 7
424800000 429 8
424900000 367 12
425000000 310 12
425100000 255 17
425200000 213 19
425300000 176 24
425400000 115 42
425500000 58 48
425600000 22 73
425700000 6 132
425800000 5 204
425900000 0 275
426000000 0 329
426100000 1 385
426200000 0 440
426300000 1 494
426400000 1 531
426500000 0 559
426600000 2 611
426700000 0 643
426800000 0 692
426900000 0 738
427000000 1 766
427100000 0 803
427200000 0 839
427300000 1 881
427400000 0 888
427500000 0 904
427600000 0 938
427700000 0 959
427800000 0 991
427900000 0 1007
428000000 0 1019
428100000 0 1028
428200000 2 1044
428300000 0 1060
428400000 0 1065
428500000 0 1077
428600000 0 1079
428700000 0 1082
428800000 0 1082
428900000 0 1103
429000000 0 1117
429100000 0 1137
429200000 0 1145
429300000 0 1155
429400000 0 1165
429500000 0 1167
429600000 0 1168
429700000 0 1161
429800000 2 1163
429900000 0 1155
430000000 1 1158
430100000 0 1149
430200000 2 1145
430300000 1 1146
430400000 2 1143
430500000 2 1143
430600000 0 1145
430700000 0 1141
430800000 1 1147
430900000 0 1153
431000000 0 1149
431100000 1 1147
431200000 0 1140
431300000 0 1131
431400000 0 1122
431500000 1 1130
431600000 0 1121
431700000 0 1130
431800000 1 1129
431900000 2 1114
432000000 0 1097
432100000 0 1086
432200000 0 1076
432300000 0 1067
432400000 0 1067
432500000 0 1049
432600000 1 1044
432700000 0 1026
432800000 0 1030
432900000 1 1026
433000000 0 1026
433100000 0 1021
433200000 0 1014
433300000 0 996
433400000 1 989
433500000 1 975
433600000 0 952
433700000 0 934
433800000 2 926
433900000 3 928
434000000 0 909
434100000 0 901
434200000 1 898
434300000 0 900
434400000 0 903
434500000 0 909
434600000 1 901
434700000 1 892
434800000 2 893
434900000 2 880
435000000 4 861
435100000 0 837
435200000 0 802
435300000 2 784
435400000 1 770
435500000 0 772
435600000 0 775
435700000 0 779
435800000 0 788
435900000 4 784
436000000 0 781
436100000 1 771
436200000 0 774
436300000 0 777
436400000 0 765
436500000 0 773
436600000 1 770
436700000 0 751
436800000 1 745
436900000 2 737
437000000 2 731
437100000 2 718
437200000 2 714
437300000 1 715
437400000 1 700
437500000 1 679
437600000 0 676
437700000 2 663
437800000 0 653
437900000 0 652
438000000 1 648
438100000 1 650
438200000 0 658
438300000 1 660
438400000 0 655
438500000 2 643
438600000 1 636
438700000 0 627
438800000 0 633
438900000 2 629
439000000 1 623
439100000 3 612
439200000 0 596
439300000 0 593
439400000 0 597
439500000 1 597
439600000 1 595
439700000 2 583
439800000 2 580
439900000 0 587
440000000 2 586
440100000 0 578
440200000 1 565
440300000 0 562
440400000 3 552
440500000 1 538
440600000 1 530
440700000 2 522
440800000 1 524
440900000 2 517
441000000 1 500
441100000 0 493
441200000 0 492
441300000 1 481
441400000 0 473
441500000 3 462
441600000 1 457
441700000 0 448
441800000 0 457
441900000 2 455
442000000 4 432
442100000 2 424
442200000 1 416
442300000 2 412
442400000 1 416
442500000 1 413
442600000 0 416
442700000 0 425
442800000 0 434
442900000 2 435
443000000 0 438
443100000 0 440
443200000 2 439
443300000 1 434
443400000 0 437
443500000 0 428
443600000 1 411
443700000 2 417
443800000 0 409
443900000 2 403
444000000 2 397
444100000 4 388
444200000 2 375
444300000 0 372
444400000 2 364
444500000 0 357
444600000 0 347
444700000 2 338
444800000 1 336
444900000 0 341
445000000 1 340
445100000 2 314
445200000 4 303
445300000 3 296
445400000 3 290
445500000 3 291
445600000 3 278
445700000 0 278
445800000 3 288
445900000 2 282
446000000 3 283
446100000 1 294
446200000 3 297
446300000 1 288
446400000 1 286
446500000 1 282
446600000 4 287
446700000 2 278
446800000 1 280
446900000 4 278
447000000 10 273
447100000 4 258
447200000 1 257
447300000 2 258
447400000 5 251
447500000 6 226
447600000 4 216
447700000 3 211
447800000 5 214
447900000 1 208
448000000 2 212
448100000 0 206
448200000 0 213
448300000 1 223
448400000 2 229
448500000 6 217
448600000 5 210
448700000 4 211
448800000 3 212
448900000 2 217
449000000 7 215
449100000 0 213
449200000 1 217
449300000 0 215
449400000 0 214
449500000 4 225
449600000 3 221
449700000 6 223
449800000 3 229
449900000 5 223
450000000 0 217
450100000 0 220
450200000 1 226
450300000 0 237
450400000 6 231
450500000 2 223
450600000 5 221
450700000 5 209
450800000 5 191
450900000 3 188
451000000 7 184
451100000 4 176
451200000 9 161
451300000 6 137
451400000 16 122
451500000 11 113
451600000 7 103
451700000 17 90
451800000 9 84
451900000 12 80
452000000 23 69
452100000 35 43
452200000 37 29
452300000 47 18
452400000 49 17
452500000 83 12
452600000 136 5
452700000 167 5
452800000 184 5
452900000 220 6
453000000 276 3
453100000 292 4
453200000 291 5
453300000 309 4
453400000 379 0
453500000 407 4
453600000 428 4
453700000 469 2
453800000 495 2
453900000 510 1
454000000 540 0
454100000 563 1
454200000 584 4
454300000 604 0
454400000 652 3
454500000 671 1
454600000 712 1
454700000 748 2
454800000 780 1
454900000 787 3
455000000 797 1
455100000 780 3
455200000 793 2
455300000 809 0
455400000 809 2
455500000 807 0
455600000 842 1
455700000 873 3
455800000 874 0
455900000 918 3
456000000 982 1
456100000 1056 4
456200000 1090 1
456300000 1119 1
456400000 1146 2
456500000 1162 2
456600000 1160 3
456700000 1163 2
456800000 1170 2
456900000 1159 3
457000000 1140 1
457100000 1098 4
457200000 1078 1
457300000 1072 4
457400000 1049 0
457500000 1045 2
457600000 1033 3
457700000 1034 2
457800000 1043 1
457900000 1045 1
458000000 1045 4
458100000 1039 2
458200000 1039 3
458300000 1052 6
458400000 1050 5
458500000 1044 1
458600000 1028 4
458700000 1026 0
458800000 992 1
458900000 945 6
459000000 973 2
459100000 937 3
459200000 911 3
459300000 899 3
459400000 881 6
459500000 870 2
459600000 851 1
459700000 811 5
459800000 784 4
459900000 743 5
460000000 699 2
460100000 709 5
460200000 730 6
460300000 714 2
460400000 709 4
460500000 717 2
460600000 721 1
460700000 706 6
460800000 689 6
460900000 654 7
461000000 622 1
461100000 584 8
461200000 585 6
461300000 587 1
461400000 610 10
461500000 588 9
461600000 576 5
461700000 554 4
461800000 569 4
461900000 552 10
462000000 540 1
462100000 516 8
462200000 489 9
462300000 442 5
462400000 441 7
462500000 427 9
462600000 434 9
462700000 408 6
462800000 434 8
462900000 431 15
463000000 424 9
463100000 427 2
463200000 390 12
463300000 381 10
463400000 347 19
463500000 317 11
463600000 285 10
463700000 253 12
463800000 226 18
463900000 194 23
464000000 167 30
464100000 136 22
464200000 137 27
464300000 98 41
464400000 74 46
464500000 60 62
464600000 36 81
464700000 15 114
464800000 6 152
464900000 5 211
465000000 3 255
465100000 1 310
465200000 1 373
465300000 2 432
465400000 1 477
465500000 2 536
465600000 1 602
465700000 0 648
465800000 1 674
465900000 0 721
466000000 0 763
466100000 1 807
466200000 0 834
466300000 0 857
466400000 0 892
466500000 0 911
466600000 1 949
466700000 0 974
466800000 1 990
466900000 0 1016
467000000 0 1026
467100000 0 1036
467200000 0 1060
467300000 1 1074
467400000 0 1073
467500000 0 1087
467600000 0 1098
467700000 0 1111
467800000 0 1122
467900000 0 1139
468000000 0 1142
468100000 0 1143
468200000 0 1141
468300000 0 1153
468400000 0 1144
468500000 1 1151
468600000 0 1149
468700000 0 1147
468800000 1 1148
468900000 0 1149
469000000 0 1160
469100000 1 1168
469200000 0 1168
469300000 0 1162
469400000 0 1154
469500000 0 1155
469600000 0 1160
469700000 2 1157
469800000 1 1157
469900000 1 1149
470000000 0 1135
470100000 1 1127
470200000 0 1103
470300000 4 1081
470400000 0 1051
470500000 0 1041
470600000 1 1033
470700000 1 1029
470800000 0 1020
470900000 0 1015
471000000 0 1014
471100000 1 1007
471200000 0 1000
471300000 0 1001
471400000 0 994
471500000 0 1002
471600000 1 1009
471700000 0 997
471800000 2 992
471900000 0 984
472000000 1 986
472100000 0 973
472200000 0 964
472300000 0 963
472400000 0 957
472500000 0 949
472600000 0 937
472700000 1 920
472800000 1 906
472900000 0 901
473000000 1 896
473100000 0 885
473200000 0 882
473300000 1 873
473400000 1 858
473500000 0 848
473600000 0 828
473700000 0 823
473800000 1 818
473900000 0 809
474000000 0 793
474100000 2 792
474200000 1 781
474300000 1 777
474400000 0 753
474500000 3 733
474600000 4 718
474700000 3 702
474800000 0 697
474900000 1 688
475000000 1 687
475100000 0 682
475200000 0 672
475300000 1 658
475400000 2 648
475500000 2 636
475600000 3 612
475700000 1 593
475800000 0 589
475900000 2 593
476000000 0 592
476100000 2 592
476200000 2 584
476300000 2 586
476400000 3 572
476500000 0 560
476600000 2 564
476700000 1 567
476800000 1 575
476900000 1 576
477000000 2 571
477100000 1 575
477200000 1 580
477300000 0 593
477400000 1 600
477500000 0 603
477600000 1 611
477700000 0 613
477800000 0 619
477900000 1 626
478000000 0 629
478100000 0 612
478200000 0 604
478300000 0 597
478400000 2 596
478500000 1 590
478600000 1 588
478700000 1 586
478800000 1 589
478900000 0 588
479000000 1 592
479100000 1 595
479200000 2 592
479300000 0 591
479400000 0 577
479500000 0 569
479600000 0 553
479700000 0 556
479800000 2 543
479900000 1 530
480000000 2 516
480100000 1 507
480200000 0 497
480300000 0 489
480400000 0 486
480500000 1 490
480600000 1 486
480700000 0 472
480800000 0 461
480900000 0 458
481000000 2 457
481100000 3 451
481200000 2 442
481300000 1 431
481400000 0 422
481500000 0 437
481600000 0 437
481700000 2 430
481800000 1 423
481900000 2 427
482000000 0 428
482100000 0 424
482200000 0 428
482300000 1 426
482400000 0 423
482500000 0 427
482600000 4 420
482700000 0 401
482800000 2 390
482900000 3 389
483000000 1 396
483100000 0 387
483200000 0 382
483300000 0 382
483400000 2 386
483500000 1 375
483600000 5 359
483700000 4 348
483800000 2 334
483900000 3 327
484000000 3 317
484100000 3 309
484200000 2 304
484300000 4 295
484400000 1 272
484500000 2 277
484600000 1 265
484700000 2 275
484800000 1 274
484900000 4 261
485000000 5 254
485100000 3 244
485200000 4 242
485300000 3 232
485400000 2 236
485500000 3 236
485600000 1 234
485700000 5 222
485800000 2 219
485900000 2 226
486000000 6 216
486100000 5 216
486200000 2 213
486300000 3 218
486400000 1 220
486500000 4 222
486600000 1 224
486700000 2 226
486800000 1 232
486900000 1 234
487000000 3 239
487100000 1 239
487200000 2 235
487300000 1 235
487400000 1 244
487500000 3 247
487600000 0 240
487700000 2 238
487800000 5 229
487900000 2 224
488000000 3 213
488100000 0 222
488200000 5 230
488300000 5 234
488400000 7 220
488500000 2 205
488600000 6 201
488700000 1 192
488800000 3 190
488900000 3 181
489000000 3 172
489100000 10 173
489200000 6 152
489300000 6 139
489400000 4 139
489500000 5 142
489600000 3 148
489700000 5 152
489800000 1 160
489900000 3 165
490000000 6 167
490100000 1 162
490200000 2 172
490300000 6 165
490400000 4 160
490500000 6 148
490600000 5 146
490700000 3 141
490800000 3 139
490900000 8 130
491000000 10 124
491100000 13 106
491200000 3 94
491300000 3 94
491400000 5 103
491500000 1 108
491600000 4 107
491700000 13 105
491800000 12 100
491900000 16 91
492000000 14 78
492100000 14 81
492200000 8 77
492300000 10 79
492400000 12 73
492500000 12 69
492600000 34 57
492700000 65 32
492800000 66 16
492900000 75 10
493000000 133 12
493100000 181 12
493200000 236 3
493300000 273 3
493400000 297 4
493500000 332 4
493600000 332 3
493700000 328 1
493800000 355 2
493900000 414 3
494000000 452 2
494100000 490 1
494200000 539 0
494300000 581 0
494400000 606 4
494500000 628 2
494600000 669 1
494700000 690 2
494800000 700 0
494900000 736 3
495000000 750 0
495100000 757 0
495200000 808 2
495300000 810 5
495400000 835 0
495500000 848 1
495600000 842 1
495700000 857 1
495800000 839 1
495900000 839 1
496000000 834 3
496100000 845 5
496200000 870 1
496300000 878 0
496400000 887 2
496500000 897 3
496600000 903 4
496700000 921 2
496800000 918 1
496900000 968 2
497000000 971 1
497100000 1011 2
497200000 1005 3
497300000 992 2
497400000 962 2
497500000 975 4
497600000 972 3
497700000 949 2
497800000 960 2
497900000 973 5
498000000 1008 5
498100000 995 0
498200000 990 2
498300000 974 6
498400000 952 2
498500000 946 5
498600000 927 2
498700000 928 2
498800000 929 3
498900000 908 1
499000000 896 1
499100000 899 1
499200000 905 2
499300000 899 3
499400000 897 3
499500000 875 2
499600000 876 5
499700000 889 2
499800000 881 4
499900000 886 4
500000000 892 1
500100000 894 3
500200000 895 3
500300000 900 2
500400000 900 4
500500000 898 2
500600000 900 4
500700000 868 6
500800000 837 3
500900000 802 4
501000000 780 3
501100000 719 1
501200000 709 5
501300000 663 8
501400000 627 7
501500000 586 3
501600000 563 4
